Title,Budget,Cost,Date,Ex/In,Special,Type Expenses,Type In come
sữa tươi,-66000,"₫66,000",03/12/2024,Expenses,,AC,
xăng,-50000,"₫50,000",03/12/2024,Expenses,,DC,
xoi + nc đá,-8000,"₫8,000",04/12/2024,Expenses,,AC,
cơm sườn,-24000,"₫24,000",05/12/2024,Expenses,,AC,
tiền cơm,-24000,"₫24,000",04/12/2024,Expenses,,AC,
cơm đồ xào,-20000,"₫20,000",04/12/2024,Expenses,,AC,
icloud,-19000,"₫19,000",04/12/2024,Expenses,Monthly,Utility,
bánh tráng nướng,-16000,"₫16,000",04/12/2024,Expenses,,AC,
bún chả giò + nc đá,-22000,"₫22,000",05/12/2024,Expenses,,AC,
bảo vệ tài khoản,-3000,"₫3,000",05/12/2024,Expenses,,Utility,
cơm nấm,-45000,"₫45,000",05/12/2024,Expenses,,AC,
xoi + nc đá,-8000,"₫8,000",06/12/2024,Expenses,,AC,
ktx hk1 24-25,-204000,"₫204,000",23/08/2024,Expenses,Monthly,Home,
ktx hk1 24-25,-204000,"₫204,000",20/09/2024,Expenses,Monthly,Home,
ktx hk1 24-25,-204000,"₫204,000",25/10/2024,Expenses,Monthly,Home,
ktx hk1 24-25,-204000,"₫204,000",15/11/2024,Expenses,Monthly,Home,
ktx hk1 24-25,-204000,"₫204,000",03/12/2024,Expenses,Monthly,Home,
KTX 1-II,-265416,"₫265,416",01/01/2024,Expenses,Monthly,Home,
KTX 1-II,-265416,"₫265,416",01/02/2024,Expenses,Monthly,Home,
KTX 1-II,-265416,"₫265,416",01/03/2024,Expenses,Monthly,Home,
KTX 1-II,-265416,"₫265,416",01/04/2024,Expenses,Monthly,Home,
KTX 1-II,-265416,"₫265,416",20/12/2023,Expenses,Monthly,Home,
cơm đồ xào,-20000,"₫20,000",06/12/2024,Expenses,,AC,
cơm tiền ký,-40000,"₫40,000",06/12/2024,Expenses,,AC,
bánh tráng nướng,-15000,"₫15,000",06/12/2024,Expenses,,AC,
shop 6/12,69482,"₫69,482",06/12/2024,In-come,,,Salary
xoi + nc đá,-8000,"₫8,000",07/12/2024,Expenses,,AC,
coffee,-17000,"₫17,000",07/12/2024,Expenses,,Coffee,
gửi xe hội thảo,-2000,"₫2,000",07/12/2024,Expenses,,Study,
nam á bank tạo tk lấy ly nước ,-50000,"₫50,000",07/12/2024,Expenses,,Ngu,
revai,-11000,"₫11,000",07/12/2024,Expenses,,RL,
lẩu chay,-29000,"₫29,000",07/12/2024,Expenses,,AC,
xăng,-10000,"₫10,000",07/12/2024,Expenses,,DC,
gửi xe hội thảo,-5000,"₫5,000",07/12/2024,Expenses,,RL,
cơm gà,-20000,"₫20,000",07/12/2024,Expenses,,AC,
nước ép dưa hấu,-15000,"₫15,000",07/12/2024,Expenses,,AV,
cơm + nc đá,-21000,"₫21,000",08/12/2024,Expenses,,AC,
cơm gà lê trang,-28000,"₫28,000",08/12/2024,Expenses,,AC,
trứng gà nướng,-18000,"₫18,000",08/12/2024,Expenses,,AC,
shopee 8/12,73602,"₫73,602",08/12/2024,In-come,,,Salary
xoi + mì + nc đá,-23000,"₫23,000",09/12/2024,Expenses,,AC,
cơm gà,-20000,"₫20,000",09/12/2024,Expenses,,AC,
cơm tiền ký,-40000,"₫40,000",09/12/2024,Expenses,,AC,
nhậu với phòng ,-40000,"₫40,000",09/12/2024,Expenses,,Entertainment,
xoi + nc đá,-8000,"₫8,000",10/12/2024,Expenses,,AC,
nuôi,-20000,"₫20,000",10/12/2024,Expenses,,AC,
cháo bịch,-7000,"₫7,000",10/12/2024,Expenses,,AC,
lương shop,66036,"₫66,036",10/12/2024,In-come,,,Salary
xoi,-7000,"₫7,000",11/12/2024,Expenses,,AC,
xăng về quê,-30000,"₫30,000",11/12/2024,Expenses,,DC,
xin mẹ tiền xăng,40000,"₫40,000",13/12/2024,In-come,,,Family
cơm gà chiên bột,-20000,"₫20,000",13/12/2024,Expenses,,AC,
xăng,-20000,"₫20,000",14/12/2024,Expenses,,DC,
xoi + cơm,-27000,"₫27,000",14/12/2024,Expenses,,AC,
cầu lông,-27000,"₫27,000",14/12/2024,Expenses,,Badmintion,
bida với kiên,-60000,"₫60,000",18/12/2024,Expenses,,Bida,
xăng đi cantho,-22000,"₫22,000",18/12/2024,Expenses,,DC,
nc cam,-8000,"₫8,000",18/12/2024,Expenses,,AV,
dưa hấu việt em,-10000,"₫10,000",18/12/2024,Expenses,,RL,
chuối nướng,-10000,"₫10,000",18/12/2024,Expenses,,AV,
bida với kiên,-20000,"₫20,000",21/12/2024,Expenses,,Bida,
xăng,-20000,"₫20,000",21/12/2024,Expenses,,DC,
xin mẹ đánh cầu,56625,"₫56,625",22/12/2024,In-come,,,Family
cầu lông,-39000,"₫39,000",22/12/2024,Expenses,,Badmintion,
Spotify monthly,-29500,"₫29,500",22/12/2024,Expenses,Monthly,Mental,
bánh tráng nướng,-15000,"₫15,000",22/12/2024,Expenses,,AC,
bida vs a thành,-41000,"₫41,000",24/12/2024,Expenses,,Bida,
bánh chợ nha mân,-20000,"₫20,000",24/12/2024,Expenses,,RL,
nước tự động,-10000,"₫10,000",24/12/2024,Expenses,,AV,
xăng,-10000,"₫10,000",24/12/2024,Expenses,,DC,
xin mẹ đóng ktx,1050000,"₫1,050,000",25/12/2024,In-come,,,Family
ktx tháng 1,-328500,"₫328,500",01/01/2025,Expenses,Monthly,Home,
ktx tháng 2,-328000,"₫328,000",01/02/2025,Expenses,Monthly,Home,
ktx tháng 3,-328000,"₫328,000",01/03/2025,Expenses,Monthly,Home,
ktx tháng 4,-328000,"₫328,000",01/04/2025,Expenses,Monthly,Home,
bida với a thành,-40000,"₫40,000",26/12/2024,Expenses,,Bida,
bánh mì ,-15000,"₫15,000",26/12/2024,Expenses,,AV,
điện nước,-94000,"₫94,000",15/11/2024,Expenses,Monthly,Home,
xin mẹ tiền đi học,91000,"₫91,000",30/12/2024,In-come,,,Family
xăng đi học,-30000,"₫30,000",31/12/2024,Expenses,,DC,
nước suối + gửi xe,-10000,"₫10,000",31/12/2024,Expenses,,Study,
coffee,-16000,"₫16,000",31/12/2024,Expenses,,Coffee,
bida với a thành,-44000,"₫44,000",31/12/2024,Expenses,,Bida,
bánh bimbim,-14000,"₫14,000",31/12/2024,Expenses,,AV,
xin mẹ tiền đi học,350000,"₫350,000",02/01/2025,In-come,,,Family
xăng,-30000,"₫30,000",02/01/2025,Expenses,,DC,
gửi xe 2-II,-34000,"₫34,000",02/01/2025,Expenses,Monthly,Home,
gửi xe 2-II,-33000,"₫33,000",02/02/2025,Expenses,Monthly,Home,
gửi xe 2-II,-33000,"₫33,000",02/03/2025,Expenses,Monthly,Home,
cơm gà lê trang,-28000,"₫28,000",02/01/2025,Expenses,,AC,
bida vs ân,-39000,"₫39,000",02/01/2025,Expenses,,Bida,
gửi xe ,-2000,"₫2,000",02/01/2025,Expenses,,Study,
thuốc lá,-24000,"₫24,000",02/01/2025,Expenses,,Smoking,
cafe đá banh,-16000,"₫16,000",02/01/2025,Expenses,,Entertainment,
cơm sườn,-24000,"₫24,000",02/01/2025,Expenses,,AC,
bánh mì,-12000,"₫12,000",02/01/2025,Expenses,,AC,
cơm gà + sườn,-52000,"₫52,000",03/01/2025,Expenses,,AC,
bida với ân,-25000,"₫25,000",03/01/2025,Expenses,,Bida,
ân bao bida,10000,"₫10,000",03/01/2025,In-come,,,Anh em
bánh mì căn tin,-18000,"₫18,000",03/01/2025,Expenses,,AC,
xin mẹ ,105819,"₫105,819",05/01/2025,In-come,,,Family
xoi + bánh mì,-14000,"₫14,000",04/01/2025,Expenses,,AC,
gửi xe,-2000,"₫2,000",04/01/2025,Expenses,,Study,
xăng,-60000,"₫60,000",04/01/2025,Expenses,,DC,
nước mía + đồ chiên,-15000,"₫15,000",04/01/2025,Expenses,,AV,
cầu lông,-35000,"₫35,000",04/01/2025,Expenses,,Badmintion,
bida với tường em,-30000,"₫30,000",04/01/2025,Expenses,,Bida,
xin mẹ tiền ăn,370000,"₫370,000",06/01/2025,In-come,,,Family
dượng 9 cho,200000,"₫200,000",06/01/2025,In-come,,,Clan
cơm + bánh mì,-32000,"₫32,000",06/01/2025,Expenses,,AC,
bida với ân,-25000,"₫25,000",06/01/2025,Expenses,,Bida,
iClond+,-19000,"₫19,000",06/01/2025,Expenses,Monthly,Utility,
bảo vệ tài khoản,-3000,"₫3,000",06/01/2025,Expenses,,Utility,
ăn sáng + bún riêu + cơm tắm,-64000,"₫64,000",07/01/2025,Expenses,,AC,
uống nước với q,-45000,"₫45,000",07/01/2025,Expenses,,G,
bida với ân,-25000,"₫25,000",07/01/2025,Expenses,,Bida,
quỷ nước,-20000,"₫20,000",07/01/2025,Expenses,,AC,
xăng,-20000,"₫20,000",07/01/2025,Expenses,,DC,
ăn sáng + cơm trưa + phở + mì,-65000,"₫65,000",08/01/2025,Expenses,,AC,
đậu phọng ,-12000,"₫12,000",08/01/2025,Expenses,,AV,
cafe căn tin,-14000,"₫14,000",09/01/2025,Expenses,,Coffee,
cơm trưa + bò né + bánh bò,-66000,"₫66,000",09/01/2025,Expenses,,AC,
bida ,-25000,"₫25,000",09/01/2025,Expenses,,Bida,
điện nước tháng 1,-70000,"₫70,000",19/02/2025,Expenses,Monthly,Home,
bún xào + bún đậu + bún riếu + bánh tráng nướng + bánh mì,-100000,"₫100,000",10/01/2025,Expenses,,AC,
bida với ân,-25000,"₫25,000",10/01/2025,Expenses,,Bida,
gửi xe,-8000,"₫8,000",10/01/2025,Expenses,,Study,
đá banh vs lớp,-50000,"₫50,000",10/01/2025,Expenses,,Sport,
xăng,-30000,"₫30,000",11/01/2025,Expenses,,DC,
mì căn tin + khoai,-31000,"₫31,000",11/01/2025,Expenses,,AC,
giày adidas,-756000,"₫756,000",11/01/2025,Expenses,BigM,CL,
xin tiền tuần,500000,"₫500,000",13/01/2025,In-come,,,Family
"xin mẹ tiền xăng, ăn",80000,"₫80,000",14/01/2025,In-come,,,Family
cơm + mì + sữa,-58000,"₫58,000",14/01/2025,Expenses,,AC,
bida với ân,-25000,"₫25,000",14/01/2025,Expenses,,Bida,
xoi + xúc xích + 2cơm+ nước suối + bánh mì,-95000,"₫95,000",15/01/2025,Expenses,,AC,
cafe căn tin,-14000,"₫14,000",15/01/2025,Expenses,,Coffee,
gửi xe,-6000,"₫6,000",15/01/2025,Expenses,,Study,
khăn giấy,-7000,"₫7,000",15/01/2025,Expenses,,Body,
bida với ân,-16000,"₫16,000",15/01/2025,Expenses,,Bida,
xăng,-30000,"₫30,000",15/01/2025,Expenses,,DC,
"cơm ba rọi, cơm sườn, bánh mì căn tin, kẹo ho + bánh đề thám",-76000,"₫76,000",16/01/2025,Expenses,,AC,
bida với ân,-50000,"₫50,000",16/01/2025,Expenses,,Bida,
cafe với phúc,-20000,"₫20,000",16/01/2025,Expenses,,Coffee,
hớt tóc ,-35000,"₫35,000",16/01/2025,Expenses,,Body,
a ba hiếu cho,300000,"₫300,000",18/01/2025,In-come,,,Clan
cầu lông,-70000,"₫70,000",16/01/2025,Expenses,,Badmintion,
xăng,-30000,"₫30,000",16/01/2025,Expenses,,DC,
sigon melon,-24000,"₫24,000",16/01/2025,Expenses,,Smoking,
1 áo thun + 2 quần,-745000,"₫745,000",16/01/2025,Expenses,BigM,CL,
xin mẹ tiền đi chơi,114000,"₫114,000",18/01/2025,In-come,,,Family
xin mẹ tiền đi chơi,358922,"₫358,922",19/01/2025,In-come,,,Family
đá banh,-23000,"₫23,000",19/01/2025,Expenses,,Sport,
cơm sườn,-24000,"₫24,000",19/01/2025,Expenses,,AC,
uống nc với béo + tường ,-30000,"₫30,000",19/01/2025,Expenses,,RL,
chapman,-45000,"₫45,000",19/01/2025,Expenses,,Smoking,
xăng,-20000,"₫20,000",20/01/2025,Expenses,,DC,
bida với tường em,-27000,"₫27,000",20/01/2025,Expenses,,Bida,
nước mía + đồ chiên,-20000,"₫20,000",20/01/2025,Expenses,,AV,
cafe hạnh nhân vs tường,-37000,"₫37,000",21/01/2025,Expenses,,RL,
bún đậu,-55000,"₫55,000",21/01/2025,Expenses,,AC,
cầu lông,-41000,"₫41,000",23/01/2025,Expenses,,Badmintion,
Spotify monthly,-29500,"₫29,500",24/01/2025,Expenses,Monthly,Mental,
đá banh,-10000,"₫10,000",25/01/2025,Expenses,,Sport,
cầu lông,-26000,"₫26,000",25/01/2025,Expenses,,Badmintion,
tiền nc bida,-15000,"₫15,000",25/01/2025,Expenses,,RL,
mẹ lì xì tết,567000,"₫567,000",25/01/2025,In-come,,,Family
xăng,-30000,"₫30,000",26/01/2025,Expenses,,DC,
nước với đám linh + thua bài,-60000,"₫60,000",26/01/2025,Expenses,,RL,
chicken+ ,-60000,"₫60,000",26/01/2025,Expenses,,AC,
thuốc lá,-37000,"₫37,000",26/01/2025,Expenses,,Smoking,
mì + sưa tươi,-68000,"₫68,000",26/01/2025,Expenses,,AC,
cầu lông,-20000,"₫20,000",27/01/2025,Expenses,,AC,
nước với đám kiên,-17000,"₫17,000",27/01/2025,Expenses,,RL,
bánh bao,-16000,"₫16,000",27/01/2025,Expenses,,AC,
bánh mì ăn sáng,-15000,"₫15,000",27/01/2025,Expenses,,AC,
net với a thành,-35000,"₫35,000",28/01/2025,Expenses,,RL,
mì trứng,-18000,"₫18,000",28/01/2025,Expenses,,AC,
xăng,-40000,"₫40,000",31/01/2025,Expenses,,DC,
nc với đám linh,-52000,"₫52,000",31/01/2025,Expenses,,RL,
bánh bao,-8000,"₫8,000",31/01/2025,Expenses,,AC,
lì xì,760000,"₫760,000",31/01/2025,In-come,,,Clan
bida với tường em,-39000,"₫39,000",01/02/2025,Expenses,,Bida,
tường em: bida,-20000,"₫20,000",01/02/2025,Expenses,,RL,
xin mẹ tiền đi chơi,50000,"₫50,000",02/02/2025,In-come,,,Family
"hủ tiếu với hiếu, như",-40000,"₫40,000",01/02/2025,Expenses,,AC,
xăng,-70000,"₫70,000",01/02/2025,Expenses,,DC,
nước sa đéc,-24000,"₫24,000",01/02/2025,Expenses,,RL,
xin mẹ tiền ăn,524000,"₫524,000",02/02/2025,In-come,,,Family
ngũ cốc  + mì u don,-61000,"₫61,000",03/02/2025,Expenses,,AC,
nước với Q,-30000,"₫30,000",03/02/2025,Expenses,,RL,
coi phim + kara nhóm linh + sữa chua đá,-147000,"₫147,000",04/02/2025,Expenses,,RL,
jolibe + bahs ích ,-93000,"₫93,000",04/02/2025,Expenses,,AC,
xăng,-40000,"₫40,000",04/02/2025,Expenses,,DC,
đề anh văn + gửi xe,-76000,"₫76,000",04/02/2025,Expenses,,Study,
bida với béo,-25000,"₫25,000",04/02/2025,Expenses,,RL,
"bánh mì +mì căn tin + cơm gà, mì ý",-104000,"₫104,000",05/02/2025,Expenses,,AC,
ép dưa hấu,-15000,"₫15,000",05/02/2025,Expenses,,AV,
thuốc lá,-85000,"₫85,000",05/02/2025,Expenses,,Smoking,
lê trang + cơm sườn + bánh trang nướng,-69000,"₫69,000",06/02/2025,Expenses,,AC,
